stage: scanning
Token: CLASS | Valor: class | Línea: 2 | Columna: 2 | Tipo: reservada
Token: PLUS | Valor: + | Línea: 62 | Columna: 43 | Tipo: reservada
Token: INT_LITERAL | Valor: 1 | Línea: 62 | Columna: 45 | Tipo: no reservada
Token: RPAREN | Valor: ) | Línea: 62 | Columna: 46 | Tipo: reservada
Token: LBRACE | Valor: { | Línea: 62 | Columna: 48 | Tipo: reservada
Token: CALLOUT | Valor: callout | Línea: 63 | Columna: 14 | Tipo: reservada
Token: LPAREN | Valor: ( | Línea: 63 | Columna: 21 | Tipo: reservada
Token: STRING_LITERAL | Valor: "print" | Línea: 63 | Columna: 22 | Tipo: no reservada
Token: COMMA | Valor: , | Línea: 63 | Columna: 29 | Tipo: reservada
Token: ID | Valor: first | Línea: 63 | Columna: 31 | Tipo: no reservada
Token: COMMA | Valor: , | Línea: 63 | Columna: 36 | Tipo: reservada
Token: STRING_LITERAL | Valor: " " | Línea: 63 | Columna: 38 | Tipo: no reservada
Token: RPAREN | Valor: ) | Línea: 63 | Columna: 41 | Tipo: reservada
Token: SEMI | Valor: ; | Línea: 63 | Columna: 42 | Tipo: reservada
Token: ID | Valor: next | Línea: 64 | Columna: 14 | Tipo: no reservada
Token: ASSIGN | Valor: = | Línea: 64 | Columna: 19 | Tipo: reservada
Token: ID | Valor: first | Línea: 64 | Columna: 21 | Tipo: no reservada
Token: PLUS | Valor: + | Línea: 64 | Columna: 27 | Tipo: reservada
Token: ID | Valor: second | Línea: 64 | Columna: 29 | Tipo: no reservada
Token: SEMI | Valor: ; | Línea: 64 | Columna: 35 | Tipo: reservada
Token: ID | Valor: first | Línea: 65 | Columna: 14 | Tipo: no reservada
Token: ASSIGN | Valor: = | Línea: 65 | Columna: 20 | Tipo: reservada
Token: ID | Valor: second | Línea: 65 | Columna: 22 | Tipo: no reservada
Token: SEMI | Valor: ; | Línea: 65 | Columna: 28 | Tipo: reservada
Token: ID | Valor: second | Línea: 66 | Columna: 14 | Tipo: no reservada
Token: ASSIGN | Valor: = | Línea: 66 | Columna: 21 | Tipo: reservada
Token: ID | Valor: next | Línea: 66 | Columna: 23 | Tipo: no reservada
Token: SEMI | Valor: ; | Línea: 66 | Columna: 27 | Tipo: reservada
Token: RBRACE | Valor: } | Línea: 67 | Columna: 10 | Tipo: reservada
Token: CALLOUT | Valor: callout | Línea: 68 | Columna: 10 | Tipo: reservada
Token: LPAREN | Valor: ( | Línea: 68 | Columna: 17 | Tipo: reservada
Token: STRING_LITERAL | Valor: "print" | Línea: 68 | Columna: 18 | Tipo: no reservada
Token: COMMA | Valor: , | Línea: 68 | Columna: 25 | Tipo: reservada
Token: STRING_LITERAL | Valor: "\n" | Línea: 68 | Columna: 27 | Tipo: no reservada
Token: RPAREN | Valor: ) | Línea: 68 | Columna: 31 | Tipo: reservada
Token: SEMI | Valor: ; | Línea: 68 | Columna: 32 | Tipo: reservada
Token: RBRACE | Valor: } | Línea: 69 | Columna: 6 | Tipo: reservada
Token: BOOLEAN | Valor: boolean | Línea: 70 | Columna: 6 | Tipo: reservada
Token: ID | Valor: containsValue | Línea: 70 | Columna: 14 | Tipo: no reservada
Token: LPAREN | Valor: ( | Línea: 70 | Columna: 27 | Tipo: reservada
Token: INT | Valor: int | Línea: 70 | Columna: 28 | Tipo: reservada
Token: ID | Valor: value | Línea: 70 | Columna: 32 | Tipo: no reservada
Token: RPAREN | Valor: ) | Línea: 70 | Columna: 37 | Tipo: reservada
Token: LBRACE | Valor: { | Línea: 70 | Columna: 39 | Tipo: reservada
Token: FOR | Valor: for | Línea: 71 | Columna: 10 | Tipo: reservada
Token: LPAREN | Valor: ( | Línea: 71 | Columna: 14 | Tipo: reservada
Token: INT | Valor: int | Línea: 71 | Columna: 15 | Tipo: reservada
Token: ID | Valor: i | Línea: 71 | Columna: 19 | Tipo: no reservada
Token: ASSIGN | Valor: = | Línea: 71 | Columna: 21 | Tipo: reservada
Token: INT_LITERAL | Valor: 0 | Línea: 71 | Columna: 23 | Tipo: no reservada
Token: SEMI | Valor: ; | Línea: 71 | Columna: 24 | Tipo: reservada
Token: ID | Valor: i | Línea: 71 | Columna: 26 | Tipo: no reservada
Token: LT | Valor: < | Línea: 71 | Columna: 28 | Tipo: reservada
Token: ID | Valor: size | Línea: 71 | Columna: 30 | Tipo: no reservada
Token: SEMI | Valor: ; | Línea: 71 | Columna: 34 | Tipo: reservada
Token: ID | Valor: i | Línea: 71 | Columna: 36 | Tipo: no reservada
Token: ASSIGN | Valor: = | Línea: 71 | Columna: 38 | Tipo: reservada
Token: ID | Valor: i | Línea: 71 | Columna: 40 | Tipo: no reservada
Token: PLUS | Valor: + | Línea: 71 | Columna: 42 | Tipo: reservada
Token: INT_LITERAL | Valor: 1 | Línea: 71 | Columna: 44 | Tipo: no reservada
Token: RPAREN | Valor: ) | Línea: 71 | Columna: 45 | Tipo: reservada
Token: LBRACE | Valor: { | Línea: 71 | Columna: 47 | Tipo: reservada
Token: IF | Valor: if | Línea: 72 | Columna: 14 | Tipo: reservada
Token: LPAREN | Valor: ( | Línea: 72 | Columna: 17 | Tipo: reservada
Token: ID | Valor: numbers | Línea: 72 | Columna: 18 | Tipo: no reservada
Token: LBRACKET | Valor: [ | Línea: 72 | Columna: 25 | Tipo: reservada
Token: ID | Valor: i | Línea: 72 | Columna: 26 | Tipo: no reservada
Token: RBRACKET | Valor: ] | Línea: 72 | Columna: 27 | Tipo: reservada
Token: EQ | Valor: == | Línea: 72 | Columna: 29 | Tipo: reservada
Token: ID | Valor: value | Línea: 72 | Columna: 32 | Tipo: no reservada
Token: RPAREN | Valor: ) | Línea: 72 | Columna: 37 | Tipo: reservada
Token: LBRACE | Valor: { | Línea: 72 | Columna: 39 | Tipo: reservada
Token: RETURN | Valor: return | Línea: 73 | Columna: 18 | Tipo: reservada
Token: TRUE | Valor: true | Línea: 73 | Columna: 25 | Tipo: reservada
Token: SEMI | Valor: ; | Línea: 73 | Columna: 29 | Tipo: reservada
Token: RBRACE | Valor: } | Línea: 74 | Columna: 14 | Tipo: reservada
Token: RBRACE | Valor: } | Línea: 75 | Columna: 10 | Tipo: reservada
Token: RETURN | Valor: return | Línea: 76 | Columna: 10 | Tipo: reservada
Token: FALSE | Valor: false | Línea: 76 | Columna: 17 | Tipo: reservada
Token: SEMI | Valor: ; | Línea: 76 | Columna: 22 | Tipo: reservada
Token: RBRACE | Valor: } | Línea: 77 | Columna: 6 | Tipo: reservada
Token: RBRACE | Valor: } | Línea: 78 | Columna: 2 | Tipo: reservada
